U     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_U  errBand_B  errBand_V  errBand_I  errBand_K                                                                             
  24.266  1.689   1.432   2.991   5.575  13.83  5 7.45    3153.  4.93   6  5.8221  0.321   11.211    0.173  -0.208   0.012    95.225494   59.841267  215.260376   52.196827   0.2762  -8.0126   0.1382   0.2538   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0297    -0.0020     0.0271    -0.0071     0.0005
  24.154  1.638   1.430   2.961   5.526  13.79  5 7.45    3164.  5.08   7  8.5350  0.291   11.134    0.179   0.121   0.009    96.958649   59.791161  214.239456   52.809658   0.2779  -8.0169   0.1388   0.2551   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0407    -0.0041     0.0099    -0.0069     0.0133
  23.895  1.599   1.368   2.885   5.490  13.66  5 7.45    3243.  5.22   7  8.3012  0.153   10.981    0.190   0.135   0.002    96.540268   59.128571  215.225296   53.173092   0.2741  -8.0160   0.1397   0.2502   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0187     0.0100     0.0079     0.0358    -0.0476
  23.758  1.664   1.395   2.870   5.421  13.49  5 7.45    3181.  5.00   3  1.6518  0.125   10.906    0.196   0.046   0.052    96.511269   59.999546  214.298737   52.505554   0.2712  -8.0154   0.1347   0.2499   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0323     0.0130    -0.0379    -0.0088    -0.0241
  23.707  1.677   1.392   2.884   5.437  13.41  5 7.45    3071.  5.02   7  8.4904  0.324   10.906    0.196   0.047   0.026    97.149895   59.452507  214.479446   53.130825   0.2675  -8.0169   0.1349   0.2454   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0027    -0.0079     0.0157     0.0157    -0.0056
  23.547  1.745   1.424   2.742   5.149  13.14  5 7.40    3194.  5.20   7  8.4953  0.231   10.610    0.220  -0.165   0.033    95.600716   59.536266  215.367584   52.549820   0.2751  -8.0136   0.1388   0.2522   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0272     0.0036    -0.0281     0.0078     0.0196
  23.290  1.783   1.437   2.584   4.862  12.95  5 7.40    3288.  5.02   7  8.4359  0.471   10.356    0.239  -0.594   0.038    96.636070   59.925457  214.299896   52.602451   0.2560  -8.0148   0.1274   0.2365   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0073    -0.0098     0.0074     0.0006    -0.0101
  22.608  1.595   1.257   2.652   5.009  12.46  5 7.35    3275.  5.11   5  3.8886  0.337   10.232    0.249  -0.304  -0.045    95.761978   59.926304  214.840897   52.314030   0.2775  -8.0140   0.1383   0.2551   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0176    -0.0164     0.0023    -0.0098     0.0365
  22.391  1.696   1.211   2.631   5.013  12.31  5 7.35    3327.  4.98   7  8.5179  0.303   10.232    0.249  -0.061   0.004    96.853828   59.627632  214.481354   52.900196   0.2657  -8.0160   0.1334   0.2442   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0036     0.0569    -0.0206    -0.0160    -0.0004
  22.164  1.442   1.330   2.666   5.007  12.18  5 7.35    3266.  4.96   5  3.8511  0.302   10.105    0.260   0.031  -0.011    96.683739   59.914337  214.281799   52.626423   0.2647  -8.0154   0.1318   0.2441   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0407    -0.0123     0.0255    -0.0088     0.0098
  21.901  1.562   1.144   2.438   4.759  11.97  5 7.30    3337.  5.00   3  1.3370  0.430    9.801    0.287  -0.036   0.052    96.488533   59.111366  215.277481   53.168468   0.2710  -8.0157   0.1382   0.2476   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0100     0.0095    -0.0115     0.0045     0.0028
  21.074  1.505   1.113   2.280   4.412  11.31  5 7.25    3432.  4.90   6  6.1274  0.260    9.441    0.322   0.264   0.012    96.023254   60.171295  214.416336   52.216450   0.2616  -8.0137   0.1294   0.2420   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0134     0.0459    -0.0094     0.0077     0.0189
  20.778  1.567   1.142   2.180   4.359  10.85  5 7.25    3450.  4.92   5  3.8902  0.461    9.269    0.339   0.010  -0.019    96.321663   60.328323  214.065918   52.194473   0.2704  -8.0147   0.1331   0.2500   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0154     0.0170    -0.0179    -0.0261     0.0009
  20.469  1.548   1.161   2.100   4.117  10.47  5 7.15    3565.  4.79   5  3.8445  0.254    8.805    0.396  -0.192   0.001    96.192352   59.580166  214.951218   52.716896   0.2780  -8.0152   0.1399   0.2547   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0097     0.0199    -0.0020    -0.0200     0.0254
  20.070  1.458   1.205   2.047   4.143  10.16  5 7.15    3656.  4.79   5  4.2104  0.524    8.729    0.406  -0.071   0.025    96.025772   59.379501  215.275894   52.810848   0.2710  -8.0145   0.1373   0.2482   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0070    -0.0158     0.0118    -0.0039     0.0006
  19.210  1.512   1.226   1.888   3.849   9.42  5 7.10    3783.  4.70   7  8.4783  0.536    8.283    0.469  -0.116  -0.008    96.579124   59.506172  214.787506   52.901615   0.2514  -8.0146   0.1267   0.2316   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0135     0.0055    -0.0275    -0.0000     0.0055
  19.352  1.394   1.274   1.894   3.779   9.42  5 7.05    3750.  4.45   5  3.9644  0.701    8.142    0.490   0.144  -0.024    95.792496   59.484528  215.305847   52.653458   0.2751  -8.0141   0.1390   0.2520   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0171    -0.0380    -0.0129    -0.0433     0.0095
  17.894  1.353   1.270   1.511   3.169   8.04  5 6.70    4199.  4.73   5  4.0429  0.811    7.207    0.628   0.057  -0.029    96.205818   59.980965  214.508453   52.419788   0.2725  -8.0147   0.1355   0.2509   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0226    -0.0005    -0.0231     0.0008    -0.0063
  17.044  1.168   1.142   1.223   2.839   7.46  5 6.50    4278.  4.64   7  8.4127  0.720    6.794    0.691   0.005   0.003    96.542229   59.846050  214.443817   52.632153   0.2759  -8.0158   0.1377   0.2535   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0166    -0.0085    -0.0046     0.0097     0.0014
  16.027  1.094   1.087   1.143   2.654   6.63  5 6.40    4434.  4.63   6  6.1631  0.754    6.443    0.744  -0.066   0.019    97.652443   59.772945  213.812927   53.046642   0.2681  -8.0180   0.1338   0.2467   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0079    -0.0145    -0.0009    -0.0242    -0.0436
  15.996  1.057   1.020   1.092   2.519   6.73  5 6.40    4624.  4.60   7  8.5832  0.770    6.289    0.769  -0.075   0.014    95.891945   59.531082  215.192734   52.652527   0.2663  -8.0139   0.1343   0.2445   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0057    -0.0192    -0.0139    -0.0411    -0.0260
  15.446  1.033   1.003   1.075   2.454   6.33  5 6.30    4780.  4.58   6  5.8314  0.692    6.137    0.792  -0.007   0.050    97.045776   59.740284  214.238144   52.876827   0.2514  -8.0155   0.1257   0.2321   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0107    -0.0219     0.0085    -0.0175     0.0335
  14.264  0.853   0.577   0.909   2.061   5.60  5 5.80    5238.  4.63   5  4.0334  1.103    5.377    0.918   0.296   0.046    96.969177   59.707970  214.321579   52.876640   0.2698  -8.0165   0.1351   0.2480   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0004    -0.0151     0.0063    -0.0110    -0.0060
  12.852  0.610   0.159   0.688   1.524   4.77  5 5.20    5873.  4.35   3  1.5148  1.027    4.597    1.031  -0.105   0.041    97.152985   59.890999  214.009583   52.795876   0.2780  -8.0174   0.1384   0.2555   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0232    -0.0133     0.0114     0.0188     0.0212
  22.097  0.577  -0.300   0.798   1.391  14.63  6 9.20    5890.  8.21   6  5.9315  0.643   14.570    0.010   0.008   0.022    96.357712   59.210506  215.251968   53.049767   0.2629  -8.0149   0.1338   0.2409   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0277    -0.0095     0.0124    -0.0148    -0.0229
  22.068  1.590   1.217   2.288   4.386  12.03  5 7.25    3436.  5.11   8 10.1570  0.338   10.207    0.224  -0.486   0.270    96.834465   60.092621  213.997559   52.539028   0.2653  -8.0157   0.1313   0.2450   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0100     0.0010     0.0372     0.0100     0.0073
  20.794  1.500   1.183   2.044   4.047  10.80  5 7.15    3667.  5.04   8 10.0119  0.219    9.355    0.300  -0.455   0.183    96.762764   59.948879  214.195206   52.625744   0.2781  -8.0164   0.1383   0.2557   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0202    -0.0026     0.0166     0.0108     0.0154
  14.320  0.768   0.138   0.849   2.005   6.13  5 5.90    5185.  4.58   8  9.9653  0.723    5.952    0.702  -1.187   0.338    96.139412   60.094265  214.427704   52.312531   0.2787  -8.0149   0.1381   0.2566   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0053     0.0052    -0.0049     0.0081     0.0053
  14.312  0.735   0.222   0.818   1.968   6.10  5 5.70    5335.  4.47   8  9.9336  0.817    5.785    0.723  -0.311   0.258    96.916420   59.340343  214.751450   53.139248   0.2714  -8.0167   0.1374   0.2485   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0543    -0.0209     0.0021     0.0340    -0.0242
  22.187  0.576  -0.248   0.826   1.759  14.75  6 9.00    5513.  7.92   8 10.0799  0.492   14.437    0.013  -0.532   0.225    96.694359   59.232555  215.011978   53.146744   0.2570  -8.0153   0.1306   0.2359   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0044     0.0050    -0.0162     0.0271     0.0079
  22.851  0.697  -0.098   1.001   2.000  14.99  6 9.00    5142.  7.87   8 10.0319  0.569   14.749    0.013  -0.282   0.192    95.989006   59.446251  215.225403   52.748608   0.2729  -8.0145   0.1379   0.2500   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0137    -0.0127     0.0031    -0.0154     0.0140
  21.669  1.584   1.185   2.014   3.968  11.64  5 7.20    3543.  5.23  11 11.9207  0.140   10.082    0.223  -0.940   0.335    96.549751   59.483162  214.831223   52.909229   0.2701  -8.0156   0.1363   0.2477   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0171     0.0109     0.0283     0.0070     0.0067
  23.943  1.644   1.362   2.868   5.422  13.40  5 7.45    3145.  5.11   7  8.4931  0.190   10.831    0.202  -0.397   0.040    96.234215   60.083336  214.380981   52.351772   0.3067  -8.0166   0.1521   0.2809   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0032    -0.0049     0.0341     0.0324     0.0060
  23.859  1.703   1.352   2.825   5.310  13.31  5 7.40    3104.  5.07   7  8.5591  0.255   10.756    0.208  -0.209   0.013    95.684265   59.555016  215.295242   52.564346   0.3054  -8.0153   0.1540   0.2783   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0045     0.0086    -0.0040     0.0094     0.0142
  23.761  1.611   1.319   2.856   5.380  13.32  5 7.40    3119.  5.15   5  3.8849  0.099   10.682    0.214   0.134   0.009    95.745659   59.449413  215.373810   52.663586   0.3095  -8.0157   0.1565   0.2815   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0098    -0.0307    -0.0163    -0.0284    -0.0168
  23.699  1.738   1.322   2.838   5.299  13.21  5 7.40    3116.  4.95   6  5.9645  0.126   10.683    0.214  -0.329  -0.035    96.610687   59.617935  214.646423   52.827538   0.2966  -8.0173   0.1490   0.2709   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0125     0.0362    -0.0092    -0.0308    -0.0207
  23.652  1.675   1.367   2.853   5.328  13.20  5 7.40    3234.  5.12   6  5.9945  0.217   10.683    0.214  -0.238   0.024    97.739555   59.728500  213.802979   53.108814   0.2913  -8.0198   0.1455   0.2666   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0238     0.0133     0.0164    -0.0091     0.0113
  23.182  1.521   1.319   2.750   5.232  12.82  5 7.40    3211.  5.10   7  8.4572  0.457   10.418    0.234   0.159   0.019    96.751854   60.317669  213.811676   52.340305   0.3074  -8.0179   0.1512   0.2821   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0079     0.0019     0.0014     0.0009    -0.0076
  22.549  1.487   1.289   2.723   5.122  12.32  5 7.35    3262.  4.96   5  3.9844  0.219   10.232    0.249   0.167   0.015    96.297180   59.489376  214.984390   52.820168   0.2981  -8.0166   0.1505   0.2719   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0018     0.0004     0.0018    -0.0429    -0.0149
  22.889  1.590   1.293   2.601   4.977  12.49  5 7.35    3162.  4.92   6  5.9634  0.312   10.172    0.254  -0.067   0.036    95.984070   59.750332  214.895538   52.519714   0.3071  -8.0161   0.1539   0.2803   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0058    -0.0343    -0.0027    -0.0027    -0.0004
  22.599  1.609   1.199   2.555   4.943  12.29  5 7.35    3316.  4.95   3  1.4625  0.111   10.045    0.265  -0.028   0.040    96.142914   59.941036  214.590424   52.429195   0.3075  -8.0165   0.1531   0.2811   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0129     0.0181    -0.0179    -0.0030    -0.0140
  22.309  1.573   1.205   2.507   4.815  12.18  5 7.35    3323.  4.89   5  3.9245  0.036    9.983    0.270  -0.170   0.006    96.428116   59.233253  215.181976   53.056541   0.2852  -8.0163   0.1450   0.2600   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0553    -0.0257     0.0033    -0.0009     0.0135
  22.299  1.605   1.170   2.482   4.803  12.02  5 7.30    3371.  5.00   5  4.0438  0.360    9.924    0.276  -0.178   0.078    95.628052   59.493114  215.398407   52.591091   0.3078  -8.0153   0.1555   0.2802   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0048     0.0199    -0.0162     0.0001     0.0136
  21.862  1.543   1.168   2.459   4.787  11.69  5 7.30    3422.  4.98   4  2.4457  0.359    9.801    0.287  -0.033   0.010    96.818367   59.377213  214.774612   53.078720   0.2992  -8.0181   0.1513   0.2725   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0079    -0.0045     0.0026    -0.0044    -0.0142
  21.544  1.538   1.147   2.423   4.769  11.52  5 7.30    3367.  5.07   6  5.9375  0.189    9.739    0.293   0.025  -0.008    97.205971   59.961304  213.901550   52.758781   0.2811  -8.0177   0.1396   0.2583   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0130     0.0081     0.0171     0.0148    -0.0291
  21.486  1.570   1.199   2.350   4.508  11.39  5 7.25    3500.  5.01   5  4.0542  0.423    9.500    0.316  -0.089   0.046    97.576782   59.645016  213.997070   53.121426   0.2808  -8.0187   0.1406   0.2573   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0087     0.0025     0.0072    -0.0405     0.0083
  20.939  1.549   1.163   2.222   4.381  10.89  5 7.25    3437.  5.00   4  2.7388  0.459    9.267    0.339  -0.274  -0.014    97.376450   59.744301  214.021652   52.980515   0.2825  -8.0183   0.1412   0.2590   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0061    -0.0021     0.0068    -0.0125    -0.0171
  19.982  1.496   1.214   2.015   4.076   9.96  5 7.15    3654.  4.81   7  8.6019  0.286    8.654    0.417  -0.066  -0.021    95.529289   59.786812  215.135574   52.339882   0.2818  -8.0137   0.1412   0.2586   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0011    -0.0176    -0.0096    -0.0003     0.0131
  19.646  1.471   1.299   1.875   3.880   9.57  5 7.10    3682.  4.80   6  6.0864  0.590    8.283    0.469  -0.328   0.020    95.522118   59.846493  215.074600   52.293163   0.2819  -8.0136   0.1409   0.2587   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0518    -0.0237    -0.0202     0.0107     0.0063
  19.590  1.456   1.226   1.891   3.814   9.51  5 7.10    3846.  4.77   7  8.5133  0.635    8.212    0.479  -0.350  -0.012    95.661438   59.509308  215.359833   52.590477   0.2904  -8.0145   0.1466   0.2652   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0035    -0.0028     0.0115     0.0087     0.0356
  19.489  1.476   1.260   1.840   3.720   9.47  5 7.05    3730.  4.89   5  3.9815  0.635    8.142    0.490   0.098  -0.009    95.765862   59.819328  214.955048   52.395191   0.2826  -8.0143   0.1413   0.2593   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0137     0.0022    -0.0418    -0.0282     0.0342
